样本ID,标签,城市匹配度,学历匹配度,经验是否满足,经验差值,经验差值归一化,技能Jaccard,核心技能命中率,技能覆盖度,岗位-经历文本相似度,岗位-求职意向相似度,专业匹配度,证书命中数,简历ID,岗位ID,简历姓名,岗位名称,公司名称,简历居住地,岗位城市,距离(km),简历学历,岗位学历要求,简历工作年限,岗位经验要求,简历技能数,岗位核心技能数,技能命中数,岗位要求证书数,简历证书数,未满足维度数,负样本来源
25,0,0,2,0,4,0.8,0.090909,0.25,0.125,0.059718,0.0,1,0,302,5377,吕皓,生产测试操作工,上海芯诣电子科技有限公司,莆田,嘉兴,615.9,本科,大专,5,1-3年,8,4,1,0,1,2,随机错位配对
28,0,0,1,0,-1,-0.2,0.0,0.0,0.0,0.029119,0.0,1,0,142,7030,江琳,外贸产品经理,金鹏控股集团有限公司,南平,滁州,629.5,本科,本科,0,1-3年,7,3,0,0,3,3,随机错位配对
29,0,0,1,0,-1,-0.2,0.0,0.0,0.0,0.0,0.0,1,0,157,4459,朱倩,产品测试,宁波市优意美包装有限公司,珠海,宁波,1159.5,大专,大专,0,1-3年,6,1,0,0,2,3,维度不满足(≥2项)
30,0,0,1,1,3,0.6,0.0,0.0,0.0,0.013537,0.0,0,0,449,2181,林欣,储备干部,福州田字格科技有限公司,南京,福州,667.8,本科,本科,3,综合素质,7,3,0,0,0,2,维度不满足(≥2项)
31,0,0,1,0,-3,-0.6,0.0,0.0,0.0,0.009512,0.043262,0,0,242,4510,梁杰,SMT品质工程师,浙江摩根集团有限公司,莆田,宁波,553.0,大专,大专,0,3-5年,4,2,0,0,2,3,随机错位配对
32,1,1,1,1,1,0.2,0.090909,0.25,0.125,0.0706,0.036111,1,0,349,589,邓若曦,QE工程师 (MJ002047),大博医疗,南平,厦门,240.4,大专,大专,2,1-3年,8,4,1,0,0,0,
33,0,0,1,0,-4,-0.8,0.0,0.0,0.0,0.001129,0.0,0,0,97,2502,范莉,抽水蓄能电站现场项目技术负责人,浙江汇安工程质量检测有限公司,杭州,漳州,686.7,本科,本科,1,5-10年,8,3,0,0,1,3,随机错位配对
34,0,0,2,0,-3,-0.6,0.083333,0.125,0.2,0.0,0.024558,1,0,359,4070,冯梦瑶,java开发工程师-宁波,厦门至恒融兴信息技术股份有限公司,福州,宁波,476.3,本科,大专,0,3-5年,5,8,1,0,0,2,维度不满足(≥2项)
35,0,1,1,0,-5,-1.0,0.0,0.0,0.0,0.002593,0.0,0,0,254,2742,何博,物流经理(J11781),福建圣农集团,厦门,南平,240.4,大专,大专,0,5-10年,7,3,0,0,2,2,随机错位配对
36,0,0,0,0,-1,-0.2,0.0,0.0,0.0,0.006258,0.103062,1,0,249,7553,侯璐,AI / LLM 大模型应用开发工程师,友达光电(昆山)有限公司,深圳,苏州,1168.9,大专,本科,0,1-3年,6,6,0,0,1,4,维度不满足(≥2项)
37,0,1,2,0,-1,-0.2,0.0,0.0,0.0,0.007359,0.0,0,0,403,5280,卢杰,诚聘技工-月入10000（有房补）,福赛轴承(嘉兴)有限公司,苏州,嘉兴,63.3,本科,高中,2,3-5年,10,2,0,0,2,2,维度不满足(≥2项)
39,0,0,1,0,-4,-0.8,0.0,0.0,0.0,0.001287,0.0,0,0,329,3724,董健,QE（注塑/冲压/喷涂）,立讯智造科技(常熟)有限公司,佛山,苏州,1179.8,大专,大专,1,5-10年,7,2,0,0,2,3,维度不满足(≥2项)
42,1,1,1,1,0,0.0,0.1,0.2,0.166667,0.054571,0.051807,1,0,414,1398,冯瑶,福州前端（银行项目）,软通动力信息技术(集团)股份有限公司,漳州,福州,240.0,本科,本科,3,3-5年,6,5,1,0,2,0,
44,0,0,0,0,-2,-0.4,0.0,0.0,0.0,0.012522,0.0,1,0,343,5535,龚磊,KA质量副经理,浙江今味生物技术有限公司,宁德,嘉兴,469.8,大专,本科,3,5-10年,9,1,0,0,3,4,随机错位配对
45,0,0,2,0,-1,-0.2,0.0,0.0,0.0,0.003498,0.0,0,0,141,5842,朱浩,电话邀约顾问,北京国樽(嘉兴)律师事务所,宁德,嘉兴,469.8,本科,大专,0,1-3年,6,4,0,0,2,3,随机错位配对
47,0,0,1,1,0,0.0,0.0,0.0,0.0,0.00385,0.0,0,0,429,3129,汪妍,渠道营销（泉州）,华润雪花,广州,泉州,583.5,本科,本科,1,1-3年,6,3,0,0,2,2,随机错位配对
48,1,1,1,1,0,0.0,0.0625,0.142857,0.1,0.172544,0.013444,1,0,428,7696,贾飞,AI算法工程师,广州焕兴科技有限公司,南京,苏州,189.3,本科,本科,3,3-5年,10,7,1,0,1,0,
50,0,1,1,1,0,0.0,0.0,0.0,0.0,0.003847,0.042565,0,0,394,5237,贺子轩,整机采购工程师,浙江亚特电器股份有限公司,宁波,嘉兴,123.2,大专,大专,3,3-5年,7,3,0,0,1,1,随机错位配对
51,1,1,1,1,0,0.0,0.090909,0.25,0.125,0.015519,0.0,0,0,459,336,余丽,薪资绩效专员·厦门(J12541),快乐学习(厦门)文化有限公司,宁德,厦门,283.2,本科,本科,3,3-5年,8,4,1,0,2,0,
52,0,0,1,0,-3,-0.6,0.111111,0.153846,0.285714,0.012627,0.046783,1,0,18,7309,汪琳,Java开发工程师（线上面试+易面过+稳定）,中科软科技股份有限公司,佛山,苏州,1179.8,本科,本科,0,3-5年,7,13,2,0,0,2,随机错位配对
53,1,1,1,1,2,0.4,0.076923,0.25,0.1,0.006792,0.0,0,0,140,419,林健,薪资绩效专员·厦门(J12537),快乐学习(厦门)文化有限公司,三明,厦门,203.0,本科,本科,5,3-5年,10,4,1,0,0,0,
54,1,1,1,1,0,0.0,0.066667,0.1,0.166667,0.018539,0.245818,1,0,380,1201,夏慧,java开发工程师,福建汉特云智能科技有限公司,泉州,福州,147.2,本科,本科,5,5-10年,6,10,1,0,2,0,
56,1,1,1,1,0,0.0,0.052632,0.083333,0.125,0.021597,0.02686,1,0,229,7492,刘安然,AIOps研发运维&系统管理工程师,浙江自贸区杰汐能源有限公司,宁波,苏州,183.2,本科,本科,3,3-5年,8,12,1,0,0,0,
57,0,0,1,1,1,0.2,0.0,0.0,0.0,0.008813,0.064494,1,0,365,5801,吴思琪,制程工艺工程师,正泰新能科技股份有限公司,三明,嘉兴,584.9,本科,本科,4,3-5年,6,3,0,0,1,2,维度不满足(≥2项)
59,0,1,2,0,4,0.8,0.05,0.090909,0.1,0.022417,0.0,1,0,211,4083,孙婷,java-线上面试,软通动力信息技术(集团)股份有限公司,宁波,宁波,0.0,本科,大专,7,3-5年,10,11,1,0,1,1,随机错位配对
61,0,0,0,0,-3,-0.6,0.0,0.0,0.0,0.004413,0.0,0,0,390,4858,任鹏,工程财务BP,浙江摩根集团有限公司,东莞,宁波,1086.4,大专,本科,0,3-5年,4,3,0,0,2,4,随机错位配对
62,0,1,1,0,-7,-1.0,0.1,0.133333,0.285714,0.021563,0.0,0,0,449,7426,林欣,技术经理,苏州智数信息科技有限公司,南京,苏州,189.3,本科,本科,3,10年以上,7,15,2,0,0,1,随机错位配对
64,1,1,1,1,0,0.0,0.142857,0.25,0.25,0.017795,0.380771,1,0,135,930,徐思琪,数据分析员（双休）,厦门莲桥企业管理咨询有限公司,厦门,厦门,0.0,本科,本科,0,数据挖掘,4,4,1,0,2,0,
65,0,0,1,0,-3,-0.6,0.0,0.0,0.0,0.0,0.020264,1,0,445,1614,孔雨泽,测试开发（驻场银行）,北京捷科智诚科技有限公司上海分公司,广州,福州,692.5,本科,本科,0,3-5年,6,5,0,0,1,3,维度不满足(≥2项)
66,1,1,1,1,2,0.4,0.166667,0.5,0.2,0.012286,0.008064,1,0,140,312,林健,大数据技术专业教师,厦门兴才职业技术学院,三明,厦门,203.0,本科,本科,5,3-5年,10,4,2,0,0,0,
69,0,0,1,0,-3,-0.6,0.0,0.0,0.0,0.007119,0.0699,1,0,412,4167,钱天佑,AI软件开发工程师,宁波国际物流发展股份有限公司,南平,宁波,487.1,本科,本科,0,3-5年,6,9,0,0,1,3,随机错位配对
74,1,1,2,1,2,0.4,0.090909,0.5,0.1,0.015379,0.007442,1,0,9,422,向雪,电气资深工程师b-深圳数能 (MJ004875),厦门海辰储能科技股份有限公司,泉州,厦门,73.7,大专,不限,2,设计,10,2,1,0,2,0,
76,0,1,2,0,-3,-0.6,0.0,0.0,0.0,0.0,0.0,0,0,235,645,韩思琪,品质组长,厦门赛尔特电子股份有限公司,福州,厦门,214.6,大专,高中,0,3-5年,4,2,0,0,2,2,随机错位配对
79,0,0,2,1,3,0.6,0.0,0.0,0.0,0.010528,0.0,0,0,468,3253,潘俊,商务助理,易小淘(深圳)物联网科技有限公司,珠海,泉州,594.7,本科,不限,3,无责底薪,10,3,0,0,1,2,随机错位配对
82,1,1,1,1,0,0.0,0.090909,0.2,0.142857,0.028807,0.092011,1,0,453,2331,杨宇泽,软件工程师,腾景科技,福州,福州,0.0,本科,本科,3,3-5年,7,5,1,0,0,0,
84,1,1,2,1,0,0.0,0.166667,0.2,0.5,0.043876,0.0,1,0,163,7379,于辉,开发实习,苏州冠锐信息科技有限公司,杭州,苏州,121.7,本科,大专,0,前端开发,4,10,2,0,0,0,
87,0,0,2,0,-1,-0.2,0.0,0.0,0.0,0.0,0.0,0,0,354,6656,范子轩,短视频运营,安庆时代机器人科技有限公司,泉州,安庆,647.3,本科,大专,0,1-3年,5,3,0,0,0,3,维度不满足(≥2项)
88,0,0,2,0,-2,-0.4,0.0,0.0,0.0,0.011385,0.004922,0,0,45,3114,郝平,物业工程主管,泉州市城市生活空间运营管理有限公司,东莞,泉州,541.5,本科,高中,1,3-5年,6,2,0,0,0,3,维度不满足(≥2项)
89,1,1,1,1,0,0.0,0.111111,0.333333,0.142857,0.016163,0.009719,1,0,236,1351,罗建,自动化测试开发工程师,福州九州联创通信科技有限公司,宁德,福州,70.2,本科,本科,1,1-3年,7,3,1,0,1,0,
93,0,1,2,0,6,1.2,0.0,0.0,0.0,0.006975,0.0,0,0,297,7217,沈思琪,统计文员,宁波旭舟涌进出口有限公司,杭州,舟山,199.6,大专,高中,9,3-5年,8,4,0,0,2,2,随机错位配对
96,1,1,2,1,0,0.0,0.111111,0.25,0.166667,0.014972,0.0,0,0,303,2310,魏峰,文员,福建航港针织品有限公司,福州,福州,0.0,本科,大专,0,内勤/后勤,6,4,1,0,1,0,
99,0,0,0,0,-3,-0.6,0.0,0.0,0.0,0.013961,0.039383,1,0,204,4024,赵彬,产品设计高级工程师,立讯智造科技(常熟)有限公司,龙岩,苏州,774.9,大专,本科,0,3-5年,4,3,0,0,2,4,维度不满足(≥2项)
100,0,1,1,0,-1,-0.2,0.0,0.0,0.0,0.011215,0.025311,1,0,383,501,田思远,Java开发,软通动力信息技术(集团)股份有限公司,福州,厦门,214.6,本科,本科,4,5-10年,6,9,0,0,0,2,随机错位配对
101,1,1,1,1,2,0.4,0.058824,0.111111,0.111111,0.005546,0.103415,1,0,277,7477,蒋杰,CIT软件维护测试工程师 / Application Suppo…,富士康电子工业发展(昆山)有限公司,杭州,苏州,121.7,本科,本科,3,1-3年,9,9,1,0,2,0,
107,0,0,2,1,0,0.0,0.0,0.0,0.0,0.009677,0.0,1,0,443,8292,吕娟,设备运维,峰云(苏州)流体科技有限公司,龙岩,苏州,774.9,本科,大专,1,1-3年,6,3,0,0,1,2,维度不满足(≥2项)
108,0,0,0,1,0,0.0,0.0,0.0,0.0,0.008703,0.010555,0,0,238,6859,钟军,电气工程师（接受无经验应届生）,安邦电气股份有限公司,广州,滁州,1134.4,大专,本科,0,设计,4,4,0,0,2,3,维度不满足(≥2项)
109,1,1,2,1,0,0.0,0.2,0.235294,0.571429,0.076839,0.191271,1,0,314,2343,周雨桐,Java后端开发工程师（全栈方向）,福建亿安智能技术股份有限公司,莆田,漳州,171.0,本科,大专,1,1-3年,7,17,4,0,1,0,
110,0,0,0,1,0,0.0,0.0,0.0,0.0,0.023454,0.041024,1,0,376,5167,金博文,AI应用模型开发工程师,振石控股集团,三明,嘉兴,584.9,本科,硕士,0,深度学习,5,6,0,0,2,3,维度不满足(≥2项)
119,1,1,1,1,3,0.6,0.083333,0.333333,0.1,0.033171,0.04749,1,0,351,1291,陆语桐,软测测试工程师,上海微创软件股份有限公司,宁德,福州,70.2,本科,本科,3,软件测试,10,3,1,1,0,0,
120,1,1,2,1,2,0.4,0.058824,0.125,0.1,0.01629,0.008975,0,0,497,2100,向晨,维修售后工程师,天津航大航空设备有限公司,漳州,福州,240.0,本科,大专,3,1-3年,10,8,1,0,1,0,
122,0,0,2,1,2,0.4,0.0,0.0,0.0,0.001084,0.0,1,0,400,6535,龙明,辅助驾驶数据实习生（在福建福州上班）2027届,福州云之景科技有限公司,苏州,安庆,349.0,本科,大专,2,人工智能,7,3,0,0,1,2,维度不满足(≥2项)
123,1,1,1,1,0,0.0,0.125,0.5,0.142857,0.0,0.010628,1,0,289,7666,毛洋,上位机软件开发工程师,苏州荣耀安捷医疗科技有限公司,杭州,苏州,121.7,大专,大专,3,3-5年,7,2,1,0,1,0,
129,0,0,1,1,1,0.2,0.0,0.0,0.0,0.004834,0.034364,1,0,226,1402,曾峰,Android应用开发工程师,新大陆支付,苏州,福州,595.0,本科,本科,2,1-3年,8,4,0,0,1,2,维度不满足(≥2项)
132,0,1,2,1,5,1.0,0.0,0.0,0.0,0.010635,0.04797,1,0,171,905,吕欣,it网络运维工程师,宫崎科技(厦门)有限公司,三明,厦门,203.0,本科,大专,5,数据网运维,6,2,0,0,0,1,随机错位配对
133,1,1,1,1,0,0.0,0.076923,0.166667,0.125,0.013245,0.038722,1,0,259,5069,崔莉,实施交付中级工程师,宁波信泰机械有限公司,南京,嘉兴,236.3,本科,本科,3,3-5年,8,6,1,0,1,0,
135,0,1,2,1,1,0.2,0.0,0.0,0.0,0.017164,0.0,0,0,184,8328,陶芳,急招电工 月入6000,苏州昱泰新能源科技有限公司,苏州,苏州,0.0,本科,大专,2,1-3年,8,3,0,0,1,1,随机错位配对
136,1,1,2,1,2,0.4,0.090909,0.25,0.125,0.011022,0.0,0,0,246,3304,何博文,审计员,福建好彩头营销管理有限公司,莆田,泉州,70.6,本科,大专,5,3-5年,8,4,1,0,0,0,
138,0,0,1,0,-3,-0.6,0.0,0.0,0.0,0.0,0.066159,0,0,488,3923,白若曦,QC工程师,百世孚(常熟)生物材料有限公司,佛山,苏州,1179.8,大专,大专,0,3-5年,6,3,0,0,1,3,维度不满足(≥2项)
139,0,0,0,1,1,0.2,0.0,0.0,0.0,0.0,0.005109,0,0,9,8168,向雪,品保工程師,中达电子(江苏)有限公司,泉州,苏州,739.1,大专,本科,2,1-3年,10,4,0,0,2,3,随机错位配对
140,0,0,1,0,-1,-0.2,0.0,0.0,0.0,0.002302,0.0,0,0,148,6688,姜燕,工艺主管,国科能源技术创新中心(合肥)有限公司,广州,安庆,902.5,本科,本科,0,1-3年,7,2,0,0,2,3,随机错位配对
141,1,1,2,1,0,0.0,0.25,0.333333,0.5,0.007841,0.097516,1,0,55,1185,毛浩,初级软件开发工程师（AI智能体）,福建凯森信息科技有限公司,莆田,福州,76.9,本科,大专,0,AI,4,6,2,0,1,0,
146,1,1,1,1,6,1.2,0.071429,0.166667,0.111111,0.018676,0.092342,1,0,217,153,于慧,AI开发工程师(J13279),特宝生物,厦门,厦门,0.0,本科,本科,6,深度学习,9,6,1,0,2,0,
147,1,1,2,1,4,0.8,0.111111,0.25,0.166667,0.020725,0.0,1,0,424,3612,崔辉,网络运维,南京智银企业服务有限公司,杭州,苏州,121.7,本科,不限,4,Linux,6,4,1,0,2,0,
149,1,1,1,1,0,0.0,0.1,0.142857,0.25,0.018694,0.040139,0,0,62,209,金思琪,智能终端研发工程师 (MJ000150),厦门睿云联创新科技股份有限公司,漳州,厦门,44.6,本科,本科,0,Python,4,7,1,0,1,0,
153,0,0,0,1,0,0.0,0.0,0.0,0.0,0.010692,0.059826,0,0,285,8169,汤健,试验工程师,天津航天瑞莱科技有限公司,莆田,苏州,670.7,大专,本科,0,CAD,6,4,0,0,0,3,随机错位配对
154,0,0,2,0,-2,-0.4,0.0,0.0,0.0,0.002911,0.0,0,0,116,2322,段辉,营运经理（贵安+包吃住）,世纪金源方圆荟商业运营管理有限公司,珠海,福州,717.6,本科,大专,3,5-10年,8,3,0,0,2,3,维度不满足(≥2项)
156,0,1,0,0,-1,-0.2,0.0,0.0,0.0,0.008257,0.042211,1,0,356,3589,姚刚,流程与项目开发工程师,江苏帝航工业科技股份有限公司,杭州,苏州,121.7,大专,本科,0,1-3年,6,3,0,0,3,3,维度不满足(≥2项)
157,1,1,2,1,0,0.0,0.125,0.333333,0.166667,0.017569,0.067712,1,0,356,5601,姚刚,实施运维工程师,精基科技有限公司,杭州,嘉兴,78.4,大专,不限,0,用友,6,3,1,0,3,0,
160,0,1,1,0,3,0.6,0.0,0.0,0.0,0.008458,0.0,1,0,436,1553,龚佳,算法主管（视觉融合导航）,福建绿聚能科技有限公司,龙岩,福州,253.8,本科,本科,6,3-5年,7,5,0,0,2,2,随机错位配对
161,0,0,1,0,-5,-1.0,0.0,0.0,0.0,0.021861,0.042294,0,0,376,5013,金博文,机器视觉主任工程师,锐仕方达人才科技集团有限公司,三明,宁波,554.5,本科,本科,0,5-10年,5,2,0,0,2,3,维度不满足(≥2项)
163,1,1,1,1,0,0.0,0.066667,0.125,0.125,0.008822,0.015043,1,0,229,7514,刘安然,java开发工程师-反馈快速-稳定,中科软科技股份有限公司,宁波,苏州,183.2,本科,本科,3,3-5年,8,8,1,0,0,0,
165,1,1,2,1,0,0.0,0.083333,0.25,0.111111,0.011637,0.036068,1,0,339,824,谢静,厂房运维资深技术员,上海博霖实业发展有限公司,漳州,厦门,44.6,本科,大专,3,3-5年,9,4,1,0,1,0,
167,1,1,1,1,2,0.4,0.090909,0.333333,0.111111,0.028832,0.025559,1,0,237,1549,孙璐,通信产品助理工程师,福建万芯科技有限公司,南平,福州,128.3,本科,本科,2,移动通信测试,9,3,1,0,1,0,
168,1,1,1,1,2,0.4,0.333333,0.5,0.5,0.014602,1.0,1,0,158,3440,熊超,后端开发工程师,三棵树涂料股份有限公司,龙岩,莆田,203.9,本科,本科,5,3-5年,8,8,4,0,2,0,
170,1,1,1,1,2,0.4,0.2,0.4,0.285714,0.014965,0.0,1,0,268,5048,蔡健,IT管培生（MES）,宁波信泰机械有限公司,苏州,嘉兴,63.3,本科,本科,2,系统运维,7,5,2,0,1,0,
172,1,1,1,1,0,0.0,0.1,0.142857,0.25,0.016156,0.020083,1,0,163,7386,于辉,大数据工程师+五险一金,江苏微技科技有限公司,杭州,苏州,121.7,本科,本科,0,数据治理,4,7,1,0,0,0,
173,1,1,2,1,2,0.4,0.111111,0.181818,0.222222,0.038075,0.013711,1,0,118,8267,陈阳,系统运维工程师-昆山,河南省长天世纪电子科技有限公司,苏州,苏州,0.0,本科,大专,3,1-3年,9,11,2,0,2,0,
175,0,0,2,0,-5,-1.0,0.0,0.0,0.0,0.004282,0.0,0,0,445,2746,孔雨泽,仓储经理(J11675),福建圣农集团,广州,南平,631.2,本科,大专,0,5-10年,6,3,0,0,1,3,维度不满足(≥2项)
176,0,0,1,1,4,0.8,0.0,0.0,0.0,0.000941,0.0,0,0,431,7220,孙倩,医院管理人员（医保负责人）,绿城理想小镇建设集团有限公司,龙岩,舟山,748.1,本科,本科,9,5-10年,8,4,0,0,1,2,随机错位配对
177,1,1,1,1,1,0.2,0.090909,0.2,0.142857,0.071687,0.0,1,0,400,7988,龙明,软件测试,软通动力信息技术(集团)股份有限公司,苏州,苏州,0.0,本科,本科,2,1-3年,7,5,1,0,1,0,
178,0,0,1,0,-2,-0.4,0.071429,0.142857,0.125,0.032863,0.0,1,0,459,4213,余丽,技术架构师（ToC用户中心 / 企业用户端）,四川科航人力资源服务有限公司,宁德,宁波,406.7,本科,本科,3,5-10年,8,7,1,0,2,2,随机错位配对
179,1,1,1,1,0,0.0,0.076923,0.2,0.111111,0.008118,0.0,1,0,369,7267,韦安然,java软件开发,江苏中景信息技术有限公司,杭州,苏州,121.7,本科,本科,1,1-3年,9,5,1,0,1,0,
180,1,1,1,1,0,0.0,0.076923,0.2,0.111111,0.006474,0.021803,1,0,223,3436,郑鑫,网络运维工程师(J10507),南威软件股份有限公司,福州,莆田,76.9,本科,本科,3,3-5年,9,5,1,0,3,0,
181,1,1,1,1,7,1.4,0.105263,0.181818,0.2,0.03499,0.211546,1,0,211,4363,孙婷,软件全栈工程师,宁波万集达科技有限公司,宁波,宁波,0.0,本科,本科,7,前端开发,10,11,2,0,1,0,
182,0,1,1,0,6,1.2,0.0,0.0,0.0,0.005702,0.051842,0,0,431,1813,孙倩,制程品质工程师,福建富兰光学股份有限公司,龙岩,福州,253.8,本科,本科,9,3-5年,8,2,0,0,1,2,维度不满足(≥2项)
184,0,1,1,0,4,0.8,0.0,0.0,0.0,0.016409,0.016758,1,0,364,2595,廖慧,车辆嵌入式控制器开发工程师(J11469),紫金龙净环保新能源股份有限公司,三明,龙岩,145.2,本科,本科,5,1-3年,6,2,0,0,2,2,维度不满足(≥2项)
185,1,1,1,1,0,0.0,0.181818,0.235294,0.444444,0.038582,0.640541,1,0,67,1333,胡子轩,JAVA开发工程师-福州,中电福富信息科技有限公司,三明,福州,167.0,本科,本科,3,3-5年,9,17,4,0,2,0,
188,1,1,1,1,2,0.4,0.125,0.333333,0.166667,0.014609,0.0,0,0,145,8470,黄雨萱,苏州-客服专员,上海安谱实验科技股份有限公司,南京,苏州,189.3,本科,本科,2,电话客服,6,3,1,0,2,0,
191,0,0,0,0,-3,-0.6,0.111111,0.2,0.2,0.046728,0.0,1,0,282,3604,田瑶,机器学习与信号处理算法,锐仕方达人才科技集团有限公司,东莞,苏州,1142.0,本科,硕士,0,3-5年,5,5,1,0,1,3,随机错位配对
192,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,200,5656,段宇,数据分析岗【国企内勤非销售正式编】,新华人寿保险股份有限公司浙江分公司,龙岩,嘉兴,729.6,本科,本科,0,数据统计,5,2,0,0,0,2,维度不满足(≥2项)
193,1,1,1,1,1,0.2,0.066667,0.111111,0.142857,0.027089,0.007902,1,0,82,287,程强,视觉算法工程师—双休—上市公司—待遇好,立达信物联科技股份有限公司,厦门,厦门,0.0,本科,本科,4,3-5年,7,9,1,0,3,0,
194,1,1,1,1,3,0.6,0.071429,0.125,0.142857,0.065729,0.0,1,0,114,4080,严皓,JAVA技术经理,金田铜业,宁波,宁波,0.0,本科,本科,8,5-10年,7,8,1,0,1,0,
198,1,1,1,1,2,0.4,0.045455,0.076923,0.1,0.001977,0.08389,1,0,122,54,姜鹏,java开发工程师,厦门天锐科技股份有限公司,泉州,厦门,73.7,本科,本科,3,1-3年,10,13,1,0,1,0,
200,0,0,2,1,0,0.0,0.0,0.0,0.0,0.00733,0.0,1,0,15,1944,黎洋,运维值守,福建海峡企业管理服务有限公司,南昌,福州,446.7,本科,大专,1,1-3年,10,1,0,0,3,2,维度不满足(≥2项)
203,0,1,1,0,-2,-0.4,0.0,0.0,0.0,0.008914,0.041112,0,0,104,8567,周宇,电驱动PQE工程师,江苏协昌电子科技集团股份有限公司,杭州,苏州,121.7,大专,大专,3,5-10年,7,2,0,0,2,2,随机错位配对
204,0,1,1,1,0,0.0,0.0,0.0,0.0,0.008815,0.126111,1,0,222,516,傅雨泽,质量工程师,厦门乃尔电子有限公司,三明,厦门,203.0,本科,本科,3,3-5年,8,2,0,0,1,1,随机错位配对
205,0,0,1,1,7,1.4,0.0,0.0,0.0,0.018965,0.0,1,0,245,5705,高燕,数据管理员（BOM）,宁波信泰机械有限公司,漳州,嘉兴,758.4,本科,本科,7,英文流利,10,1,0,0,1,2,维度不满足(≥2项)
210,0,0,0,0,-5,-1.0,0.0,0.0,0.0,0.028237,0.09079,1,0,340,6306,程雯,设备工程师,亨通集团有限公司,漳州,湖州,748.9,大专,本科,0,5-10年,6,4,0,0,0,4,维度不满足(≥2项)
213,0,0,0,1,2,0.4,0.0,0.0,0.0,0.003712,0.035695,0,0,216,4981,方凯,电池工程师,宁波容百新能源科技股份有限公司,南昌,宁波,566.5,大专,硕士,2,电池,9,2,0,0,1,3,随机错位配对
216,1,1,1,1,0,0.0,0.1,0.25,0.142857,0.013835,0.041984,0,0,187,5088,陶雨萱,资讯设计工程师,嘉兴立晟自动化设备有限公司,宁波,嘉兴,123.2,本科,本科,1,1-3年,7,4,1,0,1,0,
217,1,1,1,1,2,0.4,0.111111,0.333333,0.142857,0.009938,0.021344,1,0,268,7378,蔡健,软件开发实习生（27届）,凌志软件,苏州,苏州,0.0,本科,本科,2,JavaScript,7,3,1,0,1,0,
